intento_id,usuario_id,evento_id,zona,cantidad
26775,u41400,5,Mesa VIP,3
26776,u42200,4,Balcon,2
26777,u37204,2,Sur,1
26778,u21223,5,General,4
26779,u15791,4,Balcon,4
26780,u5224,1,Platinum,4
26781,u48421,3,General,4
26782,u45319,3,General,1
26783,u23694,3,General,1
26784,u8152,3,VIP,2
26785,u26215,3,General,3
26786,u49099,1,Platinum,4
26787,u3063,1,Platinum,2
26788,u49424,5,Mesa VIP,1
26789,u41932,3,General,4
26790,u25563,1,General,1
26791,u48040,4,Balcon,1
26792,u18623,5,General,1
26793,u22765,1,VIP,3
26794,u10932,1,Platinum,3
26795,u7648,2,Norte,2
26796,u42038,4,Luneta,4
26797,u21964,2,Norte,4
26798,u21784,4,Balcon,2
26799,u28240,5,Mesa VIP,2
26800,u187,4,Balcon,3
26801,u9469,3,VIP,2
26802,u16024,3,General,2
26803,u18374,1,VIP,4
26804,u33022,5,General,4
26805,u9412,5,Mesa VIP,4
26806,u491,1,VIP,2
26807,u35735,5,Mesa VIP,1
26808,u42400,1,Platinum,1
26809,u43992,3,General,1
26810,u49718,3,General,1
26811,u37415,2,Norte,3
26812,u20750,1,VIP,1
26813,u6075,3,General,2
26814,u34539,2,Sur,3
26815,u30554,4,Luneta,2
26816,u36869,5,General,4
26817,u46361,1,Platinum,3
26818,u27589,1,VIP,2
26819,u33429,3,VIP,2
26820,u22322,3,General,2
26821,u48911,4,Balcon,4
26822,u5522,5,General,1
26823,u40405,4,Luneta,3
26824,u24190,5,Mesa VIP,3
26825,u9527,1,General,2
26826,u6852,3,VIP,4
26827,u44690,2,Norte,3
26828,u43199,3,General,3
26829,u21212,4,Balcon,4
26830,u29861,3,VIP,2
26831,u24953,5,General,3
26832,u11461,2,Preferencial,2
26833,u29918,1,General,4
26834,u38873,4,Balcon,4
26835,u20730,3,General,1
26836,u5237,1,Platinum,1
26837,u10869,2,Sur,2
26838,u12193,2,Sur,3
26839,u41818,3,General,1
26840,u35738,4,Balcon,1
26841,u30605,4,Luneta,1
26842,u31046,5,Mesa VIP,4
26843,u26917,1,General,1
26844,u13201,1,Platinum,2
26845,u22746,4,Luneta,2
26846,u5626,2,Sur,1
26847,u26195,3,VIP,2
26848,u44175,1,Platinum,3
26849,u34932,4,Balcon,1
26850,u44386,1,Platinum,2
26851,u48691,1,General,2
26852,u3289,3,VIP,1
26853,u23607,1,Platinum,3
26854,u39998,2,Norte,4
26855,u9205,3,General,2
26856,u14822,5,Mesa VIP,2
26857,u37738,5,Mesa VIP,3
26858,u18940,4,Luneta,2
26859,u33200,3,VIP,2
26860,u7932,2,Sur,4
26861,u14091,2,Sur,1
26862,u20558,2,Norte,1
26863,u43415,2,Sur,3
26864,u39758,2,Sur,4
26865,u21751,1,Platinum,2
26866,u31644,2,Norte,1
26867,u6484,4,Luneta,1
26868,u31087,4,Luneta,2
26869,u956,1,General,2
26870,u11360,5,General,1
26871,u5401,1,General,2
26872,u40053,4,Balcon,4
26873,u10056,5,Mesa VIP,4
26874,u45959,3,VIP,3
26875,u32077,1,General,1
26876,u29905,2,Norte,4
26877,u6963,1,General,2
26878,u18065,5,Mesa VIP,1
26879,u26485,1,VIP,3
26880,u45828,5,General,1
26881,u12199,2,Norte,4
26882,u33293,1,General,3
26883,u47991,5,Mesa VIP,1
26884,u42196,1,Platinum,1
26885,u8568,3,General,4
26886,u2694,4,Luneta,2
26887,u9213,4,Luneta,4
26888,u45385,1,VIP,2
26889,u16406,3,VIP,3
26890,u5374,3,VIP,2
26891,u14843,1,General,3
26892,u10811,5,Mesa VIP,2
26893,u15047,2,Norte,4
26894,u29201,2,Sur,3
26895,u13969,3,VIP,3
26896,u30520,3,VIP,3
26897,u756,2,Norte,1
26898,u23208,3,VIP,1
26899,u8394,1,General,3
26900,u9522,5,General,3
26901,u49699,5,Mesa VIP,4
26902,u4411,1,Platinum,4
26903,u844,1,VIP,1
26904,u15854,2,Sur,4
26905,u27988,5,General,2
26906,u14544,3,VIP,1
26907,u1877,1,Platinum,2
26908,u12857,1,VIP,4
26909,u46595,3,General,4
26910,u11660,1,VIP,1
26911,u37423,5,Mesa VIP,4
26912,u44663,5,Mesa VIP,1
26913,u19447,2,Preferencial,1
26914,u26367,3,VIP,3
26915,u48270,4,Balcon,3
26916,u19966,3,General,4
26917,u2760,4,Luneta,4
26918,u10838,1,VIP,4
26919,u26801,2,Preferencial,4
26920,u11744,4,Balcon,3
26921,u42988,5,General,1
26922,u19202,1,Platinum,4
26923,u48517,3,VIP,1
26924,u725,2,Sur,1
26925,u17635,5,General,4
26926,u44130,3,General,1
26927,u30881,4,Balcon,3
26928,u40184,3,General,1
26929,u15752,4,Luneta,4
26930,u2680,4,Balcon,1
26931,u6567,1,General,1
26932,u4306,2,Preferencial,2
26933,u42545,4,Luneta,2
26934,u22888,4,Luneta,1
26935,u9350,5,General,3
26936,u26500,2,Preferencial,1
26937,u19544,2,Preferencial,3
26938,u3466,1,VIP,3
26939,u4494,2,Norte,4
26940,u20812,5,Mesa VIP,1
26941,u9918,1,VIP,1
26942,u7189,2,Norte,2
26943,u8895,4,Luneta,2
26944,u9934,1,Platinum,1
26945,u20290,4,Balcon,1
26946,u9099,5,Mesa VIP,2
26947,u4891,1,VIP,4
26948,u37711,4,Luneta,4
26949,u45669,1,VIP,2
26950,u27375,4,Luneta,1
26951,u17761,3,VIP,4
26952,u48182,3,VIP,3
26953,u2328,2,Sur,1
26954,u43222,3,VIP,1
26955,u36222,4,Luneta,2
26956,u20015,4,Luneta,4
26957,u26327,1,Platinum,2
26958,u29668,5,Mesa VIP,4
26959,u19322,3,VIP,4
26960,u14262,4,Balcon,2
26961,u26572,3,General,1
26962,u31366,5,Mesa VIP,2
26963,u37236,1,General,4
26964,u39130,2,Preferencial,2
26965,u46384,5,General,3
26966,u1168,2,Preferencial,3
26967,u33074,4,Luneta,4
26968,u13848,5,General,4
26969,u39902,2,Sur,2
26970,u8376,1,General,4
26971,u15612,4,Balcon,3
26972,u11342,3,VIP,2
26973,u20881,4,Balcon,1
26974,u31561,5,Mesa VIP,1
26975,u25818,2,Sur,2
26976,u2944,3,VIP,4
26977,u20273,2,Preferencial,4
26978,u12572,2,Sur,4
26979,u10540,2,Sur,4
26980,u18307,3,General,4
26981,u10761,2,Norte,1
26982,u47862,2,Norte,3
26983,u123,1,Platinum,3
26984,u4251,2,Preferencial,3
26985,u34646,4,Luneta,3
26986,u1323,3,VIP,2
26987,u28544,3,General,2
26988,u49550,3,General,4
26989,u2454,2,Preferencial,2
26990,u393,2,Sur,1
26991,u14734,4,Luneta,4
26992,u14547,5,General,3
26993,u45356,2,Sur,1
26994,u9815,1,General,3
26995,u17697,1,General,3
26996,u9224,4,Luneta,2
26997,u33357,5,General,1
26998,u35936,3,General,1
26999,u2089,5,General,4
27000,u25622,3,VIP,3
27001,u7698,1,VIP,1
27002,u12325,1,Platinum,4
27003,u48803,1,General,1
27004,u48754,4,Luneta,4
27005,u36741,2,Norte,2
27006,u33673,3,VIP,3
27007,u32479,4,Balcon,4
27008,u24889,4,Balcon,1
27009,u45254,4,Luneta,3
27010,u16568,4,Luneta,3
27011,u18861,3,General,4
27012,u17198,1,VIP,4
27013,u27633,3,VIP,3
27014,u7679,1,VIP,1
27015,u37579,2,Norte,3
27016,u49237,1,Platinum,2
27017,u9293,2,Norte,2
27018,u48037,5,Mesa VIP,4
27019,u29589,2,Preferencial,3
27020,u8993,5,General,3
27021,u24930,1,General,2
27022,u15902,5,General,2
27023,u19611,3,General,3
27024,u48278,1,Platinum,4
27025,u24149,2,Sur,1
27026,u10847,5,General,4
27027,u25293,4,Luneta,1
27028,u27720,4,Balcon,1
27029,u20113,2,Sur,3
27030,u18699,2,Norte,4
27031,u45370,3,VIP,2
27032,u14698,5,Mesa VIP,2
27033,u33635,1,General,4
27034,u1493,3,General,3
27035,u23184,2,Preferencial,1
27036,u7647,3,VIP,1
27037,u29843,5,General,3
27038,u36186,1,Platinum,2
27039,u39496,5,General,1
27040,u41205,1,Platinum,4
27041,u2687,3,VIP,1
27042,u22687,5,General,3
27043,u3484,5,General,1
27044,u18384,5,Mesa VIP,4
27045,u17747,3,General,2
27046,u47932,4,Luneta,3
27047,u38534,4,Balcon,2
27048,u15033,2,Sur,2
27049,u17859,1,General,2
27050,u41741,3,General,3
27051,u34983,4,Balcon,1
27052,u9351,2,Preferencial,3
27053,u42174,5,General,1
27054,u45344,2,Preferencial,2
27055,u572,3,VIP,2
27056,u34485,4,Balcon,2
27057,u42756,5,Mesa VIP,2
27058,u45209,3,VIP,2
27059,u7726,2,Preferencial,1
27060,u34947,3,General,1
27061,u47510,4,Luneta,4
27062,u36822,1,Platinum,4
27063,u24542,5,Mesa VIP,3
27064,u4611,4,Luneta,2
27065,u12704,3,General,3
27066,u8165,2,Preferencial,4
27067,u7693,4,Balcon,3
27068,u27404,3,General,4
27069,u13381,5,Mesa VIP,2
27070,u26286,2,Preferencial,1
27071,u42262,4,Luneta,3
27072,u48483,2,Sur,3
27073,u10771,1,VIP,3
27074,u29849,1,Platinum,3
27075,u18822,1,Platinum,2
27076,u18792,3,VIP,3
27077,u13836,1,General,3
27078,u45524,1,VIP,2
27079,u21359,2,Sur,2
27080,u11733,3,VIP,3
27081,u40092,2,Preferencial,3
27082,u43305,4,Balcon,4
27083,u41754,1,General,4
27084,u510,1,General,3
27085,u9039,2,Preferencial,2
27086,u24174,4,Luneta,3
27087,u26349,4,Balcon,3
27088,u5119,4,Balcon,4
27089,u14901,1,General,1
27090,u32476,2,Norte,1
27091,u27880,2,Preferencial,3
27092,u48019,3,General,1
27093,u27202,5,Mesa VIP,1
27094,u44392,4,Balcon,1
27095,u167,1,Platinum,3
27096,u3734,5,General,2
27097,u28381,4,Balcon,4
27098,u25945,2,Sur,1
27099,u33268,5,Mesa VIP,3
27100,u36005,5,General,4
27101,u7770,1,General,3
27102,u41217,3,VIP,3
27103,u13654,4,Balcon,4
27104,u15464,3,General,4
27105,u20290,1,VIP,4
27106,u5462,3,General,1
27107,u9146,1,General,3
27108,u32995,5,Mesa VIP,1
27109,u16585,2,Norte,1
27110,u35509,1,Platinum,3
27111,u27576,5,General,1
27112,u37984,5,Mesa VIP,3
27113,u28270,4,Luneta,2
27114,u48870,3,VIP,3
27115,u2795,4,Luneta,4
27116,u21488,2,Sur,4
27117,u47232,4,Luneta,3
27118,u1067,2,Norte,1
27119,u21187,2,Preferencial,3
27120,u26086,3,General,4
27121,u42654,2,Sur,3
27122,u35794,4,Luneta,2
27123,u18269,4,Balcon,1
27124,u20594,3,General,1
27125,u7065,2,Preferencial,1
27126,u6042,3,General,3
27127,u7969,5,General,3
27128,u23466,2,Preferencial,1
27129,u26458,4,Balcon,2
27130,u10356,3,General,2
27131,u37666,1,VIP,3
27132,u48074,3,General,2
27133,u14696,1,General,1
27134,u11405,3,General,2
27135,u36088,2,Norte,4
27136,u1143,4,Luneta,1
27137,u13737,1,General,2
27138,u18223,2,Sur,2
27139,u6341,4,Balcon,2
27140,u47580,2,Sur,1
27141,u32920,1,Platinum,1
27142,u18018,4,Balcon,1
27143,u23346,2,Norte,3
27144,u33209,5,General,1
27145,u46897,2,Norte,2
27146,u48427,3,General,4
27147,u3599,1,VIP,4
27148,u39759,2,Norte,3
27149,u2048,2,Sur,3
27150,u39914,1,Platinum,2
27151,u38825,2,Norte,4
27152,u11055,5,Mesa VIP,3
27153,u23294,5,General,3
27154,u22686,1,Platinum,4
27155,u9655,5,Mesa VIP,2
27156,u48556,1,VIP,4
27157,u27005,2,Norte,1
27158,u5847,1,General,1
27159,u20765,1,VIP,3
27160,u46224,5,Mesa VIP,2
27161,u30467,4,Balcon,4
27162,u4687,1,General,2
27163,u29554,2,Preferencial,4
27164,u34989,4,Balcon,3
27165,u7930,4,Balcon,3
27166,u48822,1,VIP,1
27167,u34302,1,Platinum,4
27168,u3165,1,General,1
27169,u24358,1,Platinum,1
27170,u27873,2,Preferencial,4
27171,u11166,5,Mesa VIP,3
27172,u4780,2,Sur,2
27173,u12181,2,Norte,3
27174,u11880,2,Norte,2
27175,u45504,2,Norte,4
27176,u41456,1,Platinum,1
27177,u46402,2,Sur,2
27178,u6658,2,Norte,3
27179,u8399,2,Sur,3
27180,u46351,2,Sur,2
27181,u49551,2,Norte,2
27182,u31673,1,General,4
27183,u27877,2,Preferencial,3
27184,u12324,5,Mesa VIP,2
27185,u17398,2,Norte,4
27186,u37428,2,Sur,4
27187,u10311,5,General,4
27188,u22523,2,Norte,4
27189,u31455,3,VIP,1
27190,u18542,2,Preferencial,4
27191,u22089,2,Preferencial,2
27192,u17193,4,Balcon,1
27193,u13164,2,Preferencial,3
27194,u48003,1,VIP,3
27195,u28161,3,VIP,3
27196,u37315,3,General,4
27197,u48648,4,Luneta,1
27198,u35689,5,Mesa VIP,3
27199,u26393,1,Platinum,2
27200,u46323,1,General,4
27201,u21915,4,Luneta,2
27202,u27792,4,Luneta,4
27203,u4071,1,Platinum,2
27204,u27536,2,Sur,2
27205,u1970,1,VIP,4
27206,u23330,2,Norte,4
27207,u33915,2,Preferencial,1
27208,u30243,3,General,3
27209,u43863,5,Mesa VIP,2
27210,u32711,1,Platinum,4
27211,u36360,2,Norte,2
27212,u14985,5,Mesa VIP,1
27213,u25004,4,Luneta,1
27214,u33637,3,General,3
27215,u7988,2,Sur,3
27216,u31541,1,Platinum,1
27217,u32395,4,Balcon,2
27218,u19097,2,Norte,4
27219,u18589,4,Balcon,3
27220,u23774,2,Norte,3
27221,u9395,4,Balcon,1
27222,u44883,2,Preferencial,1
27223,u4062,3,VIP,2
27224,u16906,4,Balcon,2
27225,u35113,2,Preferencial,2
27226,u21835,5,Mesa VIP,3
27227,u19909,3,VIP,3
27228,u1179,3,General,3
27229,u35901,4,Luneta,3
27230,u33103,1,VIP,1
27231,u26220,4,Luneta,3
27232,u46438,3,General,2
27233,u12662,1,Platinum,2
27234,u473,3,General,3
27235,u26110,5,Mesa VIP,1
27236,u33167,5,Mesa VIP,1
27237,u40573,3,General,3
27238,u32381,3,VIP,4
27239,u37104,4,Luneta,4
27240,u33434,4,Luneta,3
27241,u21208,5,General,1
27242,u44849,3,General,1
27243,u44929,4,Luneta,3
27244,u31654,2,Sur,1
27245,u15466,5,General,3
27246,u17409,5,General,3
27247,u13232,2,Sur,2
27248,u9763,5,Mesa VIP,4
27249,u30566,3,General,4
27250,u12947,4,Luneta,2
27251,u46473,3,VIP,3
27252,u37678,1,VIP,1
27253,u46903,5,Mesa VIP,3
27254,u33217,4,Luneta,2
27255,u37166,1,General,4
27256,u32350,4,Balcon,2
27257,u16800,1,Platinum,3
27258,u24662,4,Luneta,4
27259,u42944,1,General,4
27260,u19554,3,General,4
27261,u13765,3,General,1
27262,u4404,2,Norte,3
27263,u46558,2,Preferencial,4
27264,u38438,3,VIP,3
27265,u22568,5,Mesa VIP,3
27266,u23864,1,General,3
27267,u1954,1,VIP,4
27268,u45351,4,Balcon,3
27269,u9092,1,General,2
27270,u20146,5,Mesa VIP,1
27271,u7305,3,General,2
27272,u26402,3,VIP,1
27273,u36495,3,General,1
27274,u47148,5,Mesa VIP,4
27275,u10125,3,General,2
27276,u1157,3,VIP,4
27277,u23678,5,Mesa VIP,4
27278,u19310,4,Balcon,3
27279,u5609,5,General,2
27280,u38883,5,Mesa VIP,2
27281,u12216,4,Luneta,1
27282,u7309,2,Preferencial,2
27283,u42132,5,General,1
27284,u45642,3,General,4
27285,u39564,5,General,4
27286,u27135,5,Mesa VIP,1
27287,u33105,4,Luneta,2
27288,u37793,3,VIP,4
27289,u21603,5,Mesa VIP,2
27290,u8092,5,Mesa VIP,3
27291,u16240,4,Luneta,4
27292,u6417,3,General,4
27293,u11396,2,Norte,2
27294,u1279,3,VIP,4
27295,u34697,2,Preferencial,3
27296,u13690,4,Luneta,1
27297,u19539,5,Mesa VIP,2
27298,u15650,3,General,2
27299,u4950,4,Balcon,4
27300,u27811,4,Luneta,2
27301,u18104,2,Preferencial,4
27302,u8264,3,General,2
27303,u12042,5,Mesa VIP,2
27304,u8642,2,Preferencial,4
27305,u49941,1,General,3
27306,u8428,2,Preferencial,3
27307,u47608,4,Luneta,3
27308,u36202,1,Platinum,1
27309,u11779,1,VIP,3
27310,u813,3,General,4
27311,u44154,5,General,3
27312,u882,3,General,4
27313,u45482,5,General,3
27314,u26487,2,Preferencial,1
27315,u19426,1,General,3
27316,u23834,3,General,3
27317,u9772,4,Balcon,3
27318,u25583,1,VIP,4
27319,u39601,2,Sur,2
27320,u16317,3,VIP,1
27321,u37548,4,Balcon,2
27322,u7,5,Mesa VIP,4
27323,u31026,3,VIP,1
27324,u42989,2,Sur,4
27325,u43235,3,VIP,1
27326,u14946,2,Preferencial,1
27327,u485,4,Balcon,4
27328,u10627,5,Mesa VIP,1
27329,u8013,1,VIP,1
27330,u27283,5,General,3
27331,u32819,4,Balcon,4
27332,u25939,2,Norte,4
27333,u4842,5,Mesa VIP,3
27334,u42391,1,VIP,2
27335,u32065,4,Balcon,1
27336,u45361,3,General,3
27337,u7505,1,VIP,1
27338,u11591,3,General,1
27339,u26478,1,VIP,4
27340,u39062,5,General,3
27341,u46298,1,Platinum,2
27342,u4190,3,VIP,1
27343,u17716,3,VIP,3
27344,u26343,1,VIP,4
27345,u2143,4,Luneta,4
27346,u28794,1,General,2
27347,u42361,3,General,1
27348,u20866,1,General,3
27349,u46377,2,Norte,2
27350,u573,4,Luneta,3
27351,u44704,1,VIP,2
27352,u31202,1,VIP,3
27353,u45091,2,Norte,3
27354,u1476,2,Norte,2
27355,u4197,1,Platinum,2
27356,u42374,5,General,3
27357,u33623,4,Luneta,3
27358,u20819,4,Balcon,3
27359,u17036,2,Preferencial,4
27360,u11762,5,Mesa VIP,3
27361,u4199,2,Sur,2
27362,u6367,1,Platinum,1
27363,u48523,4,Balcon,2
27364,u25924,4,Balcon,3
27365,u232,5,General,1
27366,u18249,2,Preferencial,4
27367,u21647,2,Sur,3
27368,u5559,5,Mesa VIP,1
27369,u20759,2,Preferencial,1
27370,u2972,5,General,3
27371,u36857,3,General,2
27372,u27012,5,Mesa VIP,4
27373,u20776,4,Balcon,4
27374,u25973,4,Luneta,2
27375,u2957,5,General,2
27376,u21746,3,General,4
27377,u13621,1,VIP,4
27378,u27502,5,Mesa VIP,3
27379,u8187,3,VIP,3
27380,u25941,1,Platinum,4
27381,u12148,3,General,1
27382,u17605,5,General,1
27383,u4861,4,Balcon,3
27384,u19951,4,Balcon,4
27385,u11684,4,Balcon,4
27386,u13076,1,General,2
27387,u13631,1,Platinum,3
27388,u41017,4,Balcon,2
27389,u26061,5,Mesa VIP,3
27390,u23484,2,Preferencial,4
27391,u1347,4,Balcon,4
27392,u42490,2,Norte,4
27393,u28189,3,VIP,1
27394,u46205,5,General,2
27395,u23029,1,Platinum,1
27396,u14315,2,Preferencial,4
27397,u31224,2,Sur,1
27398,u37611,3,General,4
27399,u36339,3,General,4
27400,u44392,1,VIP,4
27401,u44734,2,Sur,2
27402,u23524,4,Luneta,1
27403,u28242,2,Preferencial,2
27404,u25330,1,General,4
27405,u20817,1,General,4
27406,u33057,1,Platinum,2
27407,u6196,3,General,2
27408,u42340,4,Balcon,2
27409,u28086,1,Platinum,2
27410,u27909,3,General,3
27411,u2712,4,Luneta,1
27412,u41420,4,Luneta,2
27413,u6245,3,General,4
27414,u41758,4,Luneta,4
27415,u17811,2,Norte,4
27416,u5371,2,Norte,1
27417,u12856,5,Mesa VIP,1
27418,u10479,4,Luneta,2
27419,u38155,4,Luneta,3
27420,u12880,3,VIP,1
27421,u13190,3,General,2
27422,u37192,4,Balcon,4
27423,u41376,1,General,3
27424,u40958,3,VIP,2
27425,u10011,3,VIP,4
27426,u45824,3,General,1
27427,u48363,4,Balcon,3
27428,u39916,1,VIP,2
27429,u12159,2,Preferencial,3
27430,u30263,1,Platinum,1
27431,u22384,4,Balcon,1
27432,u29219,5,General,2
27433,u5569,3,VIP,3
27434,u2736,5,Mesa VIP,3
27435,u7384,5,General,4
27436,u7492,5,General,3
27437,u9504,4,Luneta,3
27438,u35959,5,Mesa VIP,1
27439,u735,4,Balcon,4
27440,u12204,3,General,3
27441,u25875,3,General,4
27442,u40701,4,Luneta,1
27443,u28703,4,Balcon,1
27444,u34203,1,General,1
27445,u48843,4,Luneta,2
27446,u5891,2,Sur,2
27447,u16541,2,Norte,1
27448,u37701,4,Balcon,1
27449,u3032,3,VIP,3
27450,u48304,5,Mesa VIP,3
27451,u15901,1,General,1
27452,u10131,5,General,2
27453,u26350,4,Balcon,1
27454,u31499,3,General,2
27455,u33455,4,Balcon,2
27456,u8075,5,Mesa VIP,4
27457,u35239,1,General,1
27458,u14168,2,Sur,3
27459,u41147,5,General,1
27460,u2138,4,Luneta,4
27461,u5356,2,Sur,2
27462,u18506,1,Platinum,2
27463,u44652,4,Luneta,2
27464,u44192,4,Luneta,3
27465,u40319,5,Mesa VIP,2
27466,u20037,5,Mesa VIP,1
27467,u28185,5,Mesa VIP,2
27468,u731,2,Norte,2
27469,u13649,1,Platinum,3
27470,u19824,1,General,2
27471,u33608,3,General,2
27472,u30088,5,Mesa VIP,1
27473,u12494,3,VIP,1
27474,u49868,3,VIP,3
27475,u7388,3,General,3
27476,u16651,3,VIP,2
27477,u32223,4,Luneta,1
27478,u26936,4,Balcon,2
27479,u13982,1,VIP,4
27480,u23945,3,VIP,2
27481,u6073,2,Sur,1
27482,u12335,4,Luneta,4
27483,u19822,1,General,2
27484,u17597,5,Mesa VIP,2
27485,u22735,4,Luneta,1
27486,u2401,4,Luneta,1
27487,u28186,5,General,4
27488,u18268,1,Platinum,4
27489,u33397,4,Luneta,3
27490,u36168,4,Luneta,1
27491,u18587,4,Luneta,1
27492,u3248,3,VIP,3
27493,u31940,3,General,1
27494,u20480,2,Norte,1
27495,u30778,1,General,1
27496,u25706,3,General,3
27497,u9123,4,Balcon,2
27498,u35792,2,Preferencial,4
27499,u22293,5,Mesa VIP,3
27500,u6256,2,Preferencial,2
27501,u47166,3,VIP,3
27502,u34273,5,Mesa VIP,1
27503,u47469,5,General,3
27504,u26489,4,Balcon,3
27505,u33222,3,VIP,1
27506,u39031,2,Preferencial,4
27507,u43569,2,Sur,4
27508,u11310,1,VIP,4
27509,u48201,1,VIP,2
27510,u29606,5,Mesa VIP,4
27511,u49905,1,Platinum,1
27512,u12258,4,Luneta,4
27513,u7664,2,Norte,4
27514,u32918,5,General,2
27515,u39054,5,General,1
27516,u44944,4,Balcon,3
27517,u27751,4,Balcon,4
27518,u10241,1,General,4
27519,u46289,1,Platinum,2
27520,u49587,1,Platinum,1
27521,u15020,2,Preferencial,2
27522,u18569,1,General,3
27523,u18688,5,Mesa VIP,1
27524,u6261,2,Norte,3
27525,u35131,3,General,4
27526,u34419,1,Platinum,1
27527,u38230,5,Mesa VIP,4
27528,u27956,4,Balcon,4
27529,u29630,1,Platinum,3
27530,u49809,4,Luneta,2
27531,u23995,1,Platinum,2
27532,u30949,1,General,1
27533,u5373,1,VIP,3
27534,u12954,4,Balcon,3
27535,u18583,4,Luneta,3
27536,u2591,4,Luneta,4
27537,u43291,2,Preferencial,2
27538,u46456,5,General,4
27539,u32150,4,Balcon,4
27540,u12176,5,Mesa VIP,3
27541,u1040,4,Luneta,3
27542,u37579,5,General,1
27543,u28463,2,Norte,3
27544,u10056,5,General,2
27545,u14754,1,VIP,1
27546,u47942,1,VIP,4
27547,u35485,4,Luneta,3
27548,u27225,1,General,2
27549,u404,4,Balcon,4
27550,u4871,3,VIP,3
27551,u26052,3,General,3
27552,u43553,4,Balcon,4
27553,u23893,3,General,3
27554,u28647,1,VIP,4
27555,u8757,2,Sur,3
27556,u31337,3,General,1
27557,u40167,2,Preferencial,1
27558,u31493,4,Balcon,1
27559,u45878,3,VIP,2
27560,u13085,3,General,1
27561,u42043,5,General,2
27562,u11190,3,VIP,3
27563,u35032,1,Platinum,3
27564,u44159,2,Sur,4
27565,u7357,1,General,1
27566,u22765,1,Platinum,4
27567,u28447,4,Luneta,2
27568,u23411,3,General,2
27569,u23311,2,Norte,4
27570,u23067,5,General,2
27571,u22995,1,Platinum,3
27572,u2890,2,Preferencial,1
27573,u40023,4,Balcon,3
27574,u4115,3,VIP,2
27575,u43972,5,Mesa VIP,2
27576,u33694,2,Preferencial,4
27577,u24843,3,VIP,1
27578,u41781,5,Mesa VIP,2
27579,u27628,4,Balcon,2
27580,u12351,5,Mesa VIP,3
27581,u47719,4,Balcon,2
27582,u9225,2,Norte,3
27583,u19156,5,General,1
27584,u30360,2,Norte,3
27585,u33795,1,General,4
27586,u8678,4,Luneta,4
27587,u11936,2,Preferencial,4
27588,u19333,5,Mesa VIP,4
27589,u39332,1,VIP,3
27590,u31721,5,Mesa VIP,1
27591,u5415,2,Preferencial,4
27592,u28053,2,Norte,1
27593,u27940,2,Norte,4
27594,u1886,4,Balcon,1
27595,u12007,4,Balcon,3
27596,u47651,3,VIP,2
27597,u23009,2,Preferencial,2
27598,u41906,4,Luneta,3
27599,u16149,1,Platinum,1
27600,u28529,5,Mesa VIP,4
27601,u41372,5,Mesa VIP,2
27602,u13789,1,VIP,3
27603,u20399,3,General,1
27604,u45079,3,General,2
27605,u11849,1,VIP,2
27606,u34983,4,Luneta,4
27607,u43313,5,General,3
27608,u39303,2,Norte,1
27609,u24675,5,Mesa VIP,4
27610,u21879,2,Preferencial,3
27611,u41368,4,Balcon,4
27612,u17403,1,VIP,4
27613,u16555,5,General,4
27614,u25095,2,Norte,4
27615,u47016,3,VIP,2
27616,u22319,2,Sur,1
27617,u3831,2,Preferencial,4
27618,u19788,5,Mesa VIP,1
27619,u25585,3,VIP,3
27620,u26186,5,General,2
27621,u3695,1,VIP,2
27622,u16024,1,VIP,3
27623,u743,1,VIP,4
27624,u24303,5,General,3
27625,u36959,4,Balcon,3
27626,u44969,1,Platinum,1
27627,u46811,1,VIP,3
27628,u37657,5,General,2
27629,u30333,5,Mesa VIP,3
27630,u31013,1,Platinum,3
27631,u31505,1,VIP,4
27632,u29490,1,General,3
27633,u9499,3,General,4
27634,u48214,4,Balcon,3
27635,u15200,3,General,1
27636,u30621,3,VIP,2
27637,u3527,2,Preferencial,2
27638,u1366,5,General,3
27639,u2046,1,Platinum,3
27640,u7208,5,Mesa VIP,3
27641,u12247,2,Norte,3
27642,u38495,4,Luneta,3
27643,u13507,5,Mesa VIP,2
27644,u19688,5,Mesa VIP,3
27645,u18773,5,General,3
27646,u33950,4,Luneta,2
27647,u27247,2,Sur,2
27648,u27404,4,Luneta,3
27649,u14013,4,Luneta,3
27650,u2026,5,General,4
27651,u26214,2,Preferencial,1
27652,u36162,5,General,1
27653,u6911,3,VIP,3
27654,u1962,1,Platinum,3
27655,u833,1,VIP,2
27656,u45179,3,General,2
27657,u2793,1,Platinum,4
27658,u41266,3,VIP,3
27659,u45752,1,VIP,2
27660,u6230,2,Sur,1
27661,u39194,5,Mesa VIP,3
27662,u45821,4,Balcon,2
27663,u47592,4,Luneta,1
27664,u45250,1,General,3
27665,u4733,3,VIP,1
27666,u29594,3,General,4
27667,u17199,4,Luneta,3
27668,u48127,1,General,3
27669,u47498,1,General,1
27670,u34085,3,VIP,2
27671,u40725,2,Norte,2
27672,u42278,5,Mesa VIP,3
27673,u28804,1,Platinum,4
27674,u42749,5,Mesa VIP,2
27675,u26977,3,VIP,2
27676,u8977,2,Norte,4
27677,u15008,2,Sur,1
27678,u34784,1,General,3
27679,u2922,2,Preferencial,2
27680,u28042,4,Balcon,2
27681,u35380,2,Sur,3
27682,u35827,1,General,1
27683,u10121,2,Sur,2
27684,u976,3,VIP,3
27685,u28334,3,VIP,1
27686,u46291,2,Norte,2
27687,u47584,1,VIP,1
